age,age_basket,job,marital,education,balance,balance_basket,default,housing,loan,contact,day,month,duration,duration_mins,duration_bucket,campaign,campaign_capped,pdays,previous,poutcome,term_deposit,term_deposit_numeric
32,25-34,technician,divorced,tertiary,3628,High (2K+),no,no,no,cellular,18,aug,130,2.17,1-3 mins,2,2,-1,0,unknown,no,0
35,35-49,technician,married,secondary,23876,High (2K+),no,no,no,cellular,18,aug,191,3.18,3-5 mins,2,2,-1,0,unknown,no,0
41,35-49,technician,married,tertiary,139,Low (0-500),no,no,no,cellular,18,aug,781,13.02,10+ mins,2,2,-1,0,unknown,no,0
39,35-49,management,divorced,tertiary,3575,High (2K+),no,no,yes,cellular,18,aug,74,1.23,1-3 mins,3,3,-1,0,unknown,no,0
32,25-34,technician,single,secondary,82,Low (0-500),no,no,no,cellular,18,aug,66,1.1,1-3 mins,4,4,-1,0,unknown,no,0
46,35-49,management,divorced,tertiary,302,Low (0-500),no,no,no,cellular,18,aug,80,1.33,1-3 mins,13,10,-1,0,unknown,no,0
32,25-34,technician,divorced,secondary,2870,High (2K+),no,no,no,cellular,18,aug,91,1.52,1-3 mins,4,4,-1,0,unknown,no,0
61,50-66,retired,married,primary,0,Negative,no,yes,yes,telephone,18,aug,280,4.67,3-5 mins,13,10,-1,0,unknown,no,0
52,50-66,management,married,tertiary,3732,High (2K+),no,no,no,telephone,18,aug,212,3.53,3-5 mins,2,2,-1,0,unknown,no,0
32,25-34,technician,married,secondary,0,Negative,no,yes,no,cellular,18,aug,143,2.38,1-3 mins,4,4,-1,0,unknown,no,0
59,50-66,management,married,tertiary,3779,High (2K+),no,no,no,cellular,18,aug,93,1.55,1-3 mins,3,3,-1,0,unknown,no,0
35,35-49,housemaid,married,primary,0,Negative,no,no,no,cellular,18,aug,65,1.08,1-3 mins,3,3,-1,0,unknown,no,0
32,25-34,management,married,tertiary,1969,Medium (500-2K),no,no,no,cellular,18,aug,271,4.52,3-5 mins,8,8,-1,0,unknown,no,0
30,25-34,technician,married,secondary,239,Low (0-500),no,yes,no,cellular,18,aug,199,3.32,3-5 mins,8,8,-1,0,unknown,no,0
54,50-66,management,married,tertiary,2883,High (2K+),no,no,no,cellular,18,aug,1126,18.77,10+ mins,5,5,-1,0,unknown,no,0
30,25-34,management,single,secondary,2143,High (2K+),no,yes,yes,cellular,18,aug,514,8.57,5-10 mins,10,10,-1,0,unknown,no,0
30,25-34,management,married,tertiary,10639,High (2K+),no,no,no,cellular,18,aug,75,1.25,1-3 mins,2,2,-1,0,unknown,no,0
31,25-34,management,single,tertiary,41,Low (0-500),no,yes,no,cellular,18,aug,392,6.53,5-10 mins,2,2,-1,0,unknown,no,0
51,50-66,management,single,tertiary,-55,Negative,yes,yes,no,cellular,18,aug,119,1.98,1-3 mins,6,6,-1,0,unknown,no,0
52,50-66,management,married,tertiary,1134,Medium (500-2K),no,yes,no,cellular,18,aug,151,2.52,1-3 mins,4,4,-1,0,unknown,no,0
39,35-49,management,married,tertiary,3913,High (2K+),no,no,no,cellular,18,aug,150,2.5,1-3 mins,4,4,-1,0,unknown,no,0
40,35-49,management,married,tertiary,42,Low (0-500),no,no,yes,cellular,18,aug,215,3.58,3-5 mins,6,6,-1,0,unknown,no,0
32,25-34,technician,single,tertiary,2481,High (2K+),no,no,no,cellular,18,aug,547,9.12,5-10 mins,11,10,-1,0,unknown,no,0
48,35-49,technician,married,secondary,14148,High (2K+),no,yes,no,cellular,18,aug,85,1.42,1-3 mins,2,2,-1,0,unknown,no,0
54,50-66,blue-collar,married,secondary,548,Medium (500-2K),no,no,no,cellular,18,aug,520,8.67,5-10 mins,7,7,-1,0,unknown,yes,1
45,35-49,technician,married,secondary,376,Low (0-500),no,no,yes,cellular,18,aug,86,1.43,1-3 mins,2,2,-1,0,unknown,no,0
49,35-49,blue-collar,married,secondary,1350,Medium (500-2K),no,no,no,cellular,18,aug,22,0.37,<1 min,2,2,-1,0,unknown,no,0
31,25-34,technician,divorced,secondary,431,Low (0-500),no,yes,yes,cellular,18,aug,75,1.25,1-3 mins,2,2,-1,0,unknown,no,0
46,35-49,management,married,tertiary,3115,High (2K+),no,no,no,cellular,18,aug,134,2.23,1-3 mins,2,2,-1,0,unknown,no,0
52,50-66,blue-collar,married,primary,4660,High (2K+),no,no,no,cellular,18,aug,82,1.37,1-3 mins,3,3,-1,0,unknown,no,0
55,50-66,housemaid,married,primary,0,Negative,no,no,no,cellular,18,aug,984,16.4,10+ mins,2,2,-1,0,unknown,no,0
50,50-66,blue-collar,married,primary,8139,High (2K+),no,yes,no,cellular,18,aug,256,4.27,3-5 mins,6,6,-1,0,unknown,no,0
45,35-49,self-employed,married,secondary,0,Negative,no,no,no,cellular,18,aug,249,4.15,3-5 mins,6,6,-1,0,unknown,no,0
53,50-66,services,married,secondary,4994,High (2K+),no,no,no,cellular,18,aug,62,1.03,1-3 mins,6,6,-1,0,unknown,no,0
31,25-34,management,single,tertiary,11821,High (2K+),no,no,no,cellular,18,aug,384,6.4,5-10 mins,11,10,-1,0,unknown,yes,1
32,25-34,technician,single,tertiary,548,Medium (500-2K),no,no,no,cellular,18,aug,377,6.28,5-10 mins,7,7,-1,0,unknown,no,0
46,35-49,management,married,tertiary,473,Low (0-500),no,yes,no,cellular,18,aug,201,3.35,3-5 mins,4,4,-1,0,unknown,no,0
36,35-49,technician,single,tertiary,53,Low (0-500),no,no,yes,cellular,18,aug,64,1.07,1-3 mins,7,7,-1,0,unknown,no,0
40,35-49,management,married,tertiary,0,Negative,no,no,no,cellular,18,aug,261,4.35,3-5 mins,7,7,-1,0,unknown,no,0
31,25-34,management,divorced,tertiary,254,Low (0-500),no,no,no,cellular,18,aug,1576,26.27,10+ mins,8,8,-1,0,unknown,yes,1
52,50-66,blue-collar,married,primary,9804,High (2K+),no,yes,yes,cellular,18,aug,155,2.58,1-3 mins,4,4,-1,0,unknown,no,0
45,35-49,blue-collar,married,primary,47,Low (0-500),no,no,yes,cellular,18,aug,128,2.13,1-3 mins,4,4,-1,0,unknown,no,0
48,35-49,blue-collar,married,primary,583,Medium (500-2K),no,no,no,cellular,18,aug,260,4.33,3-5 mins,8,8,-1,0,unknown,no,0
39,35-49,management,married,tertiary,2226,High (2K+),no,yes,no,cellular,18,aug,103,1.72,1-3 mins,8,8,-1,0,unknown,no,0
33,25-34,technician,single,secondary,199,Low (0-500),no,no,no,cellular,18,aug,178,2.97,1-3 mins,4,4,-1,0,unknown,no,0
46,35-49,technician,single,tertiary,4414,High (2K+),no,no,no,cellular,18,aug,504,8.4,5-10 mins,7,7,-1,0,unknown,yes,1
30,25-34,technician,single,secondary,19,Low (0-500),no,yes,no,cellular,18,aug,16,0.27,<1 min,15,10,-1,0,unknown,no,0
32,25-34,entrepreneur,married,tertiary,598,Medium (500-2K),no,no,no,cellular,18,aug,135,2.25,1-3 mins,6,6,-1,0,unknown,no,0
48,35-49,technician,married,secondary,427,Low (0-500),no,no,no,cellular,18,aug,202,3.37,3-5 mins,14,10,-1,0,unknown,no,0
34,25-34,management,single,tertiary,757,Medium (500-2K),no,no,no,cellular,18,aug,37,0.62,<1 min,4,4,-1,0,unknown,no,0
45,35-49,technician,married,secondary,-374,Negative,no,no,yes,cellular,18,aug,149,2.48,1-3 mins,5,5,-1,0,unknown,no,0
60,50-66,housemaid,married,primary,1043,Medium (500-2K),no,no,no,cellular,18,aug,1364,22.73,10+ mins,4,4,-1,0,unknown,no,0
61,50-66,management,married,secondary,985,Medium (500-2K),no,no,no,cellular,18,aug,998,16.63,10+ mins,6,6,-1,0,unknown,yes,1
46,35-49,services,married,secondary,250,Low (0-500),no,no,no,cellular,18,aug,166,2.77,1-3 mins,6,6,-1,0,unknown,no,0
52,50-66,blue-collar,married,primary,2977,High (2K+),no,no,no,cellular,18,aug,286,4.77,3-5 mins,5,5,-1,0,unknown,no,0
56,50-66,blue-collar,married,secondary,324,Low (0-500),no,no,no,cellular,18,aug,213,3.55,3-5 mins,5,5,-1,0,unknown,no,0
50,50-66,management,divorced,secondary,-35,Negative,no,yes,no,cellular,18,aug,207,3.45,3-5 mins,5,5,-1,0,unknown,no,0
38,35-49,technician,divorced,secondary,1221,Medium (500-2K),no,yes,yes,cellular,18,aug,73,1.22,1-3 mins,7,7,-1,0,unknown,no,0
49,35-49,blue-collar,married,primary,418,Low (0-500),no,no,no,cellular,18,aug,1559,25.98,10+ mins,7,7,-1,0,unknown,no,0
58,50-66,retired,married,primary,1241,Medium (500-2K),no,no,no,cellular,18,aug,194,3.23,3-5 mins,2,2,-1,0,unknown,yes,1
35,35-49,management,divorced,tertiary,771,Medium (500-2K),no,yes,yes,cellular,18,aug,221,3.68,3-5 mins,5,5,-1,0,unknown,no,0
43,35-49,technician,single,tertiary,140,Low (0-500),no,no,no,cellular,18,aug,192,3.2,3-5 mins,7,7,-1,0,unknown,no,0
33,25-34,self-employed,married,tertiary,576,Medium (500-2K),no,yes,no,cellular,18,aug,304,5.07,5-10 mins,3,3,-1,0,unknown,no,0
30,25-34,management,single,tertiary,0,Negative,no,no,no,cellular,18,aug,124,2.07,1-3 mins,3,3,-1,0,unknown,no,0
43,35-49,management,divorced,tertiary,171,Low (0-500),no,no,no,cellular,18,aug,67,1.12,1-3 mins,2,2,-1,0,unknown,no,0
35,35-49,management,single,tertiary,0,Negative,no,no,no,cellular,18,aug,276,4.6,3-5 mins,5,5,-1,0,unknown,no,0
36,35-49,technician,single,secondary,2603,High (2K+),no,yes,no,cellular,18,aug,174,2.9,1-3 mins,5,5,-1,0,unknown,no,0
35,35-49,technician,married,secondary,548,Medium (500-2K),no,no,no,cellular,18,aug,457,7.62,5-10 mins,11,10,-1,0,unknown,no,0
47,35-49,blue-collar,married,secondary,665,Medium (500-2K),no,no,no,cellular,18,aug,885,14.75,10+ mins,3,3,-1,0,unknown,no,0
47,35-49,technician,divorced,secondary,2914,High (2K+),no,yes,no,cellular,18,aug,405,6.75,5-10 mins,13,10,-1,0,unknown,no,0
30,25-34,technician,single,tertiary,2832,High (2K+),no,no,no,cellular,18,aug,350,5.83,5-10 mins,6,6,-1,0,unknown,no,0
52,50-66,technician,married,secondary,0,Negative,no,no,no,cellular,18,aug,395,6.58,5-10 mins,4,4,-1,0,unknown,no,0
51,50-66,blue-collar,married,secondary,1840,Medium (500-2K),no,yes,no,cellular,18,aug,312,5.2,5-10 mins,3,3,-1,0,unknown,no,0
33,25-34,self-employed,married,secondary,173,Low (0-500),no,no,no,cellular,18,aug,26,0.43,<1 min,5,5,-1,0,unknown,no,0
32,25-34,housemaid,married,primary,2678,High (2K+),no,no,no,cellular,18,aug,779,12.98,10+ mins,9,9,-1,0,unknown,no,0
38,35-49,technician,divorced,secondary,276,Low (0-500),no,no,no,cellular,18,aug,92,1.53,1-3 mins,14,10,-1,0,unknown,no,0
34,25-34,technician,divorced,secondary,0,Negative,no,yes,yes,cellular,18,aug,374,6.23,5-10 mins,16,10,-1,0,unknown,no,0
33,25-34,technician,single,secondary,12177,High (2K+),no,no,no,cellular,18,aug,76,1.27,1-3 mins,5,5,-1,0,unknown,no,0
52,50-66,services,divorced,primary,-644,Negative,no,no,no,cellular,18,aug,119,1.98,1-3 mins,3,3,-1,0,unknown,no,0
41,35-49,technician,married,secondary,2851,High (2K+),no,no,no,cellular,18,aug,296,4.93,3-5 mins,3,3,-1,0,unknown,no,0
32,25-34,technician,single,tertiary,20,Low (0-500),no,yes,yes,cellular,18,aug,193,3.22,3-5 mins,5,5,-1,0,unknown,no,0
31,25-34,management,single,secondary,0,Negative,no,no,no,cellular,18,aug,87,1.45,1-3 mins,7,7,-1,0,unknown,no,0
30,25-34,management,single,secondary,209,Low (0-500),no,no,no,cellular,18,aug,243,4.05,3-5 mins,9,9,-1,0,unknown,no,0
45,35-49,technician,married,tertiary,121,Low (0-500),no,no,no,cellular,18,aug,835,13.92,10+ mins,4,4,-1,0,unknown,no,0
38,35-49,self-employed,married,secondary,173,Low (0-500),no,no,no,cellular,18,aug,205,3.42,3-5 mins,4,4,-1,0,unknown,no,0
37,35-49,technician,single,secondary,1435,Medium (500-2K),no,no,no,cellular,18,aug,724,12.07,10+ mins,16,10,-1,0,unknown,yes,1
48,35-49,technician,married,tertiary,9207,High (2K+),no,no,no,cellular,18,aug,445,7.42,5-10 mins,3,3,-1,0,unknown,no,0
37,35-49,management,single,tertiary,2074,High (2K+),no,no,no,cellular,18,aug,244,4.07,3-5 mins,2,2,-1,0,unknown,no,0
44,35-49,technician,married,secondary,366,Low (0-500),no,no,yes,cellular,18,aug,212,3.53,3-5 mins,12,10,-1,0,unknown,no,0
45,35-49,technician,married,secondary,256,Low (0-500),no,no,no,cellular,18,aug,119,1.98,1-3 mins,7,7,-1,0,unknown,no,0
31,25-34,technician,single,secondary,3701,High (2K+),no,no,no,cellular,18,aug,709,11.82,10+ mins,3,3,-1,0,unknown,no,0
32,25-34,management,single,tertiary,1966,Medium (500-2K),no,no,no,cellular,18,aug,176,2.93,1-3 mins,3,3,-1,0,unknown,no,0
43,35-49,management,married,tertiary,0,Negative,no,no,no,cellular,18,aug,241,4.02,3-5 mins,5,5,-1,0,unknown,no,0
46,35-49,blue-collar,married,primary,2653,High (2K+),no,no,no,cellular,18,aug,314,5.23,5-10 mins,4,4,-1,0,unknown,no,0
40,35-49,technician,married,secondary,169,Low (0-500),no,yes,no,cellular,18,aug,43,0.72,<1 min,4,4,-1,0,unknown,no,0
33,25-34,management,single,tertiary,-5,Negative,yes,no,no,cellular,18,aug,127,2.12,1-3 mins,4,4,-1,0,unknown,no,0
58,50-66,admin.,married,secondary,451,Low (0-500),no,no,no,cellular,18,aug,729,12.15,10+ mins,5,5,-1,0,unknown,no,0
49,35-49,services,married,tertiary,306,Low (0-500),no,yes,no,cellular,18,aug,285,4.75,3-5 mins,7,7,-1,0,unknown,no,0
60,50-66,services,married,primary,808,Medium (500-2K),no,no,no,cellular,18,aug,393,6.55,5-10 mins,3,3,-1,0,unknown,no,0
35,35-49,technician,married,secondary,150,Low (0-500),no,no,no,cellular,18,aug,242,4.03,3-5 mins,5,5,-1,0,unknown,no,0
56,50-66,blue-collar,married,unknown,0,Negative,no,no,no,cellular,18,aug,82,1.37,1-3 mins,3,3,-1,0,unknown,no,0
54,50-66,services,married,secondary,3601,High (2K+),no,no,no,telephone,18,aug,238,3.97,3-5 mins,3,3,-1,0,unknown,no,0
30,25-34,management,single,tertiary,3045,High (2K+),no,no,no,cellular,18,aug,189,3.15,3-5 mins,7,7,-1,0,unknown,no,0
37,35-49,technician,single,tertiary,453,Low (0-500),no,no,no,cellular,18,aug,129,2.15,1-3 mins,4,4,-1,0,unknown,no,0
49,35-49,technician,married,secondary,4772,High (2K+),no,no,no,cellular,18,aug,157,2.62,1-3 mins,3,3,-1,0,unknown,no,0
39,35-49,technician,single,tertiary,1043,Medium (500-2K),no,no,no,cellular,18,aug,195,3.25,3-5 mins,10,10,-1,0,unknown,no,0
45,35-49,technician,married,tertiary,2359,High (2K+),no,no,no,cellular,18,aug,199,3.32,3-5 mins,7,7,-1,0,unknown,no,0
31,25-34,housemaid,married,primary,979,Medium (500-2K),no,no,yes,cellular,18,aug,298,4.97,3-5 mins,10,10,-1,0,unknown,no,0
55,50-66,unemployed,married,secondary,549,Medium (500-2K),no,no,no,cellular,18,aug,43,0.72,<1 min,5,5,-1,0,unknown,no,0
58,50-66,admin.,married,unknown,2180,High (2K+),no,no,no,cellular,18,aug,273,4.55,3-5 mins,4,4,-1,0,unknown,no,0
60,50-66,technician,married,secondary,955,Medium (500-2K),no,no,no,cellular,18,aug,37,0.62,<1 min,3,3,-1,0,unknown,no,0
42,35-49,management,married,tertiary,3038,High (2K+),no,no,no,cellular,18,aug,693,11.55,10+ mins,7,7,-1,0,unknown,no,0
48,35-49,technician,married,secondary,466,Low (0-500),no,no,no,cellular,19,aug,99,1.65,1-3 mins,7,7,-1,0,unknown,no,0
46,35-49,unknown,married,secondary,1482,Medium (500-2K),no,no,no,cellular,19,aug,139,2.32,1-3 mins,3,3,-1,0,unknown,no,0
37,35-49,management,divorced,tertiary,481,Low (0-500),no,yes,no,cellular,19,aug,97,1.62,1-3 mins,6,6,-1,0,unknown,no,0
49,35-49,management,married,tertiary,0,Negative,no,no,no,cellular,19,aug,78,1.3,1-3 mins,6,6,-1,0,unknown,no,0
35,35-49,self-employed,married,secondary,2251,High (2K+),no,no,no,cellular,19,aug,151,2.52,1-3 mins,8,8,-1,0,unknown,no,0
39,35-49,management,single,secondary,2644,High (2K+),no,no,no,cellular,19,aug,192,3.2,3-5 mins,7,7,-1,0,unknown,no,0
45,35-49,unknown,married,secondary,2119,High (2K+),no,no,no,cellular,19,aug,120,2.0,1-3 mins,15,10,-1,0,unknown,no,0
48,35-49,blue-collar,married,secondary,2214,High (2K+),no,no,no,cellular,19,aug,607,10.12,10+ mins,7,7,-1,0,unknown,no,0
38,35-49,technician,married,tertiary,216,Low (0-500),no,no,no,cellular,19,aug,141,2.35,1-3 mins,4,4,-1,0,unknown,no,0
31,25-34,management,married,secondary,0,Negative,no,no,no,cellular,19,aug,81,1.35,1-3 mins,2,2,-1,0,unknown,no,0
52,50-66,admin.,married,primary,204,Low (0-500),no,no,no,cellular,19,aug,123,2.05,1-3 mins,2,2,-1,0,unknown,no,0
33,25-34,services,married,secondary,610,Medium (500-2K),no,no,yes,cellular,19,aug,116,1.93,1-3 mins,7,7,-1,0,unknown,no,0
58,50-66,blue-collar,married,primary,309,Low (0-500),no,no,no,cellular,19,aug,156,2.6,1-3 mins,2,2,-1,0,unknown,no,0
53,50-66,technician,married,secondary,180,Low (0-500),no,no,yes,cellular,19,aug,58,0.97,<1 min,2,2,-1,0,unknown,no,0
47,35-49,technician,married,secondary,0,Negative,no,no,no,cellular,19,aug,203,3.38,3-5 mins,2,2,-1,0,unknown,no,0
56,50-66,retired,married,primary,63,Low (0-500),no,no,no,cellular,19,aug,122,2.03,1-3 mins,2,2,-1,0,unknown,no,0
32,25-34,management,single,tertiary,470,Low (0-500),no,no,no,cellular,19,aug,286,4.77,3-5 mins,2,2,-1,0,unknown,no,0
38,35-49,technician,single,secondary,3278,High (2K+),no,no,no,cellular,19,aug,645,10.75,10+ mins,14,10,-1,0,unknown,yes,1
60,50-66,retired,married,secondary,0,Negative,yes,no,no,cellular,19,aug,316,5.27,5-10 mins,2,2,-1,0,unknown,no,0
49,35-49,technician,married,secondary,2,Low (0-500),no,no,no,cellular,19,aug,177,2.95,1-3 mins,8,8,-1,0,unknown,no,0
31,25-34,management,single,tertiary,33,Low (0-500),no,no,no,cellular,19,aug,158,2.63,1-3 mins,2,2,-1,0,unknown,no,0
47,35-49,technician,married,secondary,17206,High (2K+),no,yes,no,cellular,19,aug,125,2.08,1-3 mins,4,4,-1,0,unknown,no,0
59,50-66,management,married,tertiary,0,Negative,no,no,no,cellular,19,aug,112,1.87,1-3 mins,2,2,-1,0,unknown,no,0
60,50-66,retired,married,tertiary,225,Low (0-500),no,no,no,cellular,19,aug,54,0.9,<1 min,2,2,-1,0,unknown,no,0
50,50-66,management,divorced,tertiary,60,Low (0-500),no,no,no,cellular,19,aug,255,4.25,3-5 mins,2,2,-1,0,unknown,no,0
35,35-49,management,married,tertiary,854,Medium (500-2K),no,no,yes,cellular,19,aug,133,2.22,1-3 mins,20,10,-1,0,unknown,no,0
46,35-49,management,divorced,tertiary,134,Low (0-500),no,no,no,cellular,19,aug,134,2.23,1-3 mins,2,2,-1,0,unknown,no,0
60,50-66,retired,married,tertiary,10500,High (2K+),no,no,no,cellular,19,aug,56,0.93,<1 min,7,7,-1,0,unknown,no,0
37,35-49,management,married,tertiary,115,Low (0-500),no,no,no,cellular,19,aug,78,1.3,1-3 mins,2,2,-1,0,unknown,no,0
32,25-34,management,single,tertiary,146,Low (0-500),no,no,no,cellular,19,aug,162,2.7,1-3 mins,2,2,-1,0,unknown,no,0
31,25-34,technician,married,tertiary,6562,High (2K+),no,yes,no,cellular,19,aug,118,1.97,1-3 mins,2,2,-1,0,unknown,no,0
56,50-66,blue-collar,married,secondary,0,Negative,no,no,no,cellular,19,aug,432,7.2,5-10 mins,15,10,-1,0,unknown,no,0
48,35-49,management,married,tertiary,4060,High (2K+),no,no,no,cellular,19,aug,331,5.52,5-10 mins,2,2,-1,0,unknown,no,0
54,50-66,blue-collar,married,secondary,0,Negative,no,no,no,cellular,19,aug,87,1.45,1-3 mins,2,2,-1,0,unknown,no,0
44,35-49,management,married,tertiary,0,Negative,no,no,yes,cellular,19,aug,70,1.17,1-3 mins,2,2,-1,0,unknown,no,0
47,35-49,blue-collar,married,primary,43,Low (0-500),no,no,no,cellular,19,aug,222,3.7,3-5 mins,2,2,-1,0,unknown,no,0
47,35-49,management,married,tertiary,0,Negative,no,no,no,cellular,19,aug,213,3.55,3-5 mins,2,2,-1,0,unknown,no,0
30,25-34,management,divorced,secondary,-274,Negative,no,yes,yes,cellular,19,aug,166,2.77,1-3 mins,2,2,-1,0,unknown,no,0
36,35-49,technician,single,secondary,140,Low (0-500),no,yes,no,cellular,19,aug,100,1.67,1-3 mins,9,9,-1,0,unknown,no,0
41,35-49,self-employed,married,secondary,1,Low (0-500),no,no,no,cellular,19,aug,55,0.92,<1 min,4,4,-1,0,unknown,no,0
32,25-34,technician,married,tertiary,264,Low (0-500),no,yes,no,cellular,19,aug,103,1.72,1-3 mins,7,7,-1,0,unknown,no,0
48,35-49,technician,married,secondary,0,Negative,no,no,no,cellular,19,aug,215,3.58,3-5 mins,2,2,-1,0,unknown,no,0
48,35-49,unknown,married,unknown,3,Low (0-500),no,no,no,cellular,19,aug,104,1.73,1-3 mins,2,2,-1,0,unknown,no,0
45,35-49,self-employed,married,secondary,571,Medium (500-2K),no,yes,no,cellular,19,aug,361,6.02,5-10 mins,5,5,-1,0,unknown,no,0
53,50-66,blue-collar,married,secondary,4380,High (2K+),no,no,no,telephone,19,aug,223,3.72,3-5 mins,7,7,-1,0,unknown,no,0
60,50-66,admin.,married,secondary,3043,High (2K+),no,no,no,cellular,19,aug,235,3.92,3-5 mins,3,3,-1,0,unknown,no,0
53,50-66,management,married,tertiary,210,Low (0-500),no,no,no,cellular,19,aug,96,1.6,1-3 mins,2,2,-1,0,unknown,no,0
47,35-49,technician,married,secondary,0,Negative,no,no,no,cellular,19,aug,210,3.5,3-5 mins,2,2,-1,0,unknown,no,0
60,50-66,retired,married,secondary,374,Low (0-500),no,no,no,cellular,19,aug,276,4.6,3-5 mins,2,2,-1,0,unknown,no,0
33,25-34,technician,married,secondary,81,Low (0-500),no,no,no,cellular,19,aug,671,11.18,10+ mins,2,2,-1,0,unknown,no,0
60,50-66,technician,married,secondary,0,Negative,no,no,no,cellular,19,aug,83,1.38,1-3 mins,2,2,-1,0,unknown,no,0
57,50-66,entrepreneur,married,secondary,1179,Medium (500-2K),no,no,no,cellular,19,aug,189,3.15,3-5 mins,2,2,-1,0,unknown,no,0
56,50-66,retired,married,secondary,74,Low (0-500),no,no,no,cellular,19,aug,144,2.4,1-3 mins,2,2,-1,0,unknown,no,0
57,50-66,technician,married,secondary,295,Low (0-500),no,no,no,cellular,19,aug,151,2.52,1-3 mins,11,10,-1,0,unknown,no,0
49,35-49,technician,married,secondary,25,Low (0-500),no,yes,yes,cellular,19,aug,51,0.85,<1 min,2,2,-1,0,unknown,no,0
39,35-49,technician,married,secondary,3494,High (2K+),no,yes,no,cellular,19,aug,344,5.73,5-10 mins,4,4,-1,0,unknown,no,0
45,35-49,management,married,tertiary,2805,High (2K+),no,no,no,cellular,19,aug,91,1.52,1-3 mins,2,2,-1,0,unknown,no,0
39,35-49,technician,single,tertiary,285,Low (0-500),no,no,no,cellular,19,aug,284,4.73,3-5 mins,2,2,-1,0,unknown,no,0
38,35-49,technician,single,tertiary,103,Low (0-500),no,no,no,cellular,19,aug,490,8.17,5-10 mins,4,4,-1,0,unknown,no,0
59,50-66,retired,married,unknown,613,Medium (500-2K),no,no,no,cellular,19,aug,75,1.25,1-3 mins,2,2,-1,0,unknown,no,0
48,35-49,unknown,married,secondary,-95,Negative,no,no,no,cellular,19,aug,134,2.23,1-3 mins,9,9,-1,0,unknown,no,0
49,35-49,management,married,secondary,0,Negative,no,no,no,cellular,19,aug,141,2.35,1-3 mins,2,2,-1,0,unknown,no,0
49,35-49,admin.,married,tertiary,-962,Negative,no,yes,no,cellular,19,aug,295,4.92,3-5 mins,2,2,-1,0,unknown,no,0
32,25-34,management,married,tertiary,0,Negative,no,no,no,cellular,19,aug,198,3.3,3-5 mins,6,6,-1,0,unknown,no,0
44,35-49,technician,single,secondary,54,Low (0-500),no,no,yes,cellular,19,aug,199,3.32,3-5 mins,2,2,-1,0,unknown,no,0
35,35-49,technician,single,secondary,417,Low (0-500),no,no,no,cellular,19,aug,92,1.53,1-3 mins,4,4,-1,0,unknown,no,0
51,50-66,management,divorced,tertiary,-202,Negative,no,no,no,cellular,19,aug,504,8.4,5-10 mins,4,4,-1,0,unknown,no,0
49,35-49,technician,divorced,tertiary,0,Negative,no,no,no,cellular,19,aug,68,1.13,1-3 mins,2,2,-1,0,unknown,no,0
43,35-49,management,married,tertiary,143,Low (0-500),no,no,no,cellular,19,aug,101,1.68,1-3 mins,2,2,-1,0,unknown,no,0
34,25-34,housemaid,married,tertiary,72,Low (0-500),no,no,no,cellular,19,aug,113,1.88,1-3 mins,2,2,-1,0,unknown,no,0
42,35-49,management,married,tertiary,2137,High (2K+),no,no,no,cellular,19,aug,121,2.02,1-3 mins,4,4,-1,0,unknown,no,0
40,35-49,technician,married,tertiary,1063,Medium (500-2K),no,yes,yes,cellular,19,aug,264,4.4,3-5 mins,2,2,-1,0,unknown,no,0
56,50-66,retired,married,secondary,20,Low (0-500),no,no,yes,cellular,19,aug,153,2.55,1-3 mins,3,3,-1,0,unknown,no,0
49,35-49,technician,married,secondary,412,Low (0-500),no,no,no,cellular,19,aug,1293,21.55,10+ mins,8,8,-1,0,unknown,yes,1
60,50-66,retired,married,secondary,0,Negative,no,no,no,cellular,19,aug,359,5.98,5-10 mins,4,4,-1,0,unknown,no,0
37,35-49,admin.,divorced,secondary,295,Low (0-500),no,yes,yes,cellular,19,aug,150,2.5,1-3 mins,2,2,-1,0,unknown,no,0
47,35-49,management,married,tertiary,1884,Medium (500-2K),no,yes,yes,cellular,19,aug,74,1.23,1-3 mins,2,2,-1,0,unknown,no,0
34,25-34,management,married,tertiary,5399,High (2K+),no,no,no,cellular,19,aug,227,3.78,3-5 mins,4,4,-1,0,unknown,no,0
45,35-49,entrepreneur,married,secondary,107,Low (0-500),no,no,no,cellular,19,aug,129,2.15,1-3 mins,11,10,-1,0,unknown,no,0
46,35-49,blue-collar,married,primary,687,Medium (500-2K),no,no,no,cellular,19,aug,125,2.08,1-3 mins,13,10,-1,0,unknown,no,0
52,50-66,retired,married,secondary,2122,High (2K+),no,no,yes,cellular,19,aug,323,5.38,5-10 mins,6,6,-1,0,unknown,no,0
50,50-66,management,married,tertiary,1759,Medium (500-2K),no,no,no,cellular,19,aug,101,1.68,1-3 mins,2,2,-1,0,unknown,no,0
53,50-66,blue-collar,married,secondary,6657,High (2K+),no,yes,no,cellular,19,aug,128,2.13,1-3 mins,8,8,-1,0,unknown,no,0
34,25-34,technician,married,secondary,30,Low (0-500),no,no,no,cellular,19,aug,193,3.22,3-5 mins,2,2,-1,0,unknown,no,0
57,50-66,retired,married,tertiary,31,Low (0-500),no,no,no,cellular,19,aug,260,4.33,3-5 mins,2,2,-1,0,unknown,no,0
32,25-34,management,single,tertiary,47,Low (0-500),no,no,no,cellular,19,aug,133,2.22,1-3 mins,4,4,-1,0,unknown,no,0
49,35-49,technician,married,secondary,673,Medium (500-2K),no,yes,no,cellular,19,aug,501,8.35,5-10 mins,2,2,-1,0,unknown,no,0
